clusters_kmeans	distance_clusters_kmeans	subgroup_clusters_kmeans	representation_clusters_kmeans	representation_clusters_kmeans_score	clusters_bisecting	distance_clusters_bisecting	subgroup_clusters_bisecting	representation_clusters_bisecting	representation_clusters_bisecting_score	clusters_estimated_bisecting	distance_clusters_estimated_bisecting	subgroup_clusters_estimated_bisecting	representation_clusters_estimated_bisecting	representation_clusters_estimated_bisecting_score	metadata.idx	metadata.json_data_kili_external_id	metadata.json_data_type	metadata.json_data_split	metadata.json_data_city	metadata.json_data_seq	metadata.json_data_frame	metadata.brightness	epoch	dataset_state	batch	metrics.CustomCELoss	metrics.loss	metrics.iou_class_road	metrics.iou_class_sidewalk	metrics.iou_class_building	metrics.iou_class_wall	metrics.iou_class_fence	metrics.iou_class_pole	metrics.iou_class_traffic light	metrics.iou_class_traffic sign	metrics.iou_class_vegetation	metrics.iou_class_terrain	metrics.iou_class_sky	metrics.iou_class_person	metrics.iou_class_rider	metrics.iou_class_car	metrics.iou_class_truck	metrics.iou_class_bus	metrics.iou_class_train	metrics.iou_class_motorcycle	metrics.iou_class_bicycle	metrics.iou	duplication_ids	tl_sample_selection	tl_sample_removal
13	9.916399	3.0	1.0	1.0	7	12.966067	2.0	1.0	1.0	14	12.037028	1.0	1.0	1.0	406.0	strasbourg_000000_033129	leftImg8bit	train	strasbourg	000000	033129	0.3452907	0	training	0	0.09944639354944229	0.09944639354944229	0.9783303141593933	0.46928632259368896	0.5370312929153442	0.09489735215902328	0.07828091830015182	0.08726507425308228	0.11188673973083496	0.06178625300526619	0.68170166015625	0.0	0.7991721630096436	0.41216644644737244	0.0	0.5329024195671082	0.0	0.0	0.0	0.29149892926216125	0.04535714536905289	0.6376346945762634	-1	0.0	0.0
4	13.3354645	3.0	1.0	1.0	7	11.138186	0.0	1.0	1.0	15	11.451939	1.0	1.0	1.0	374.0	strasbourg_000000_017593	leftImg8bit	train	strasbourg	000000	017593	0.32171157	0	training	0	0.5901021957397461	0.5901021957397461	0.9190394878387451	0.40879198908805847	0.8625656962394714	0.0	0.0	0.09552491456270218	0.06909015029668808	0.10074911266565323	0.49850496649742126	0.022854922339320183	0.0	0.0385466106235981	0.0	0.19599366188049316	0.0	0.0	0.0	0.0	0.01209681574255228	0.6180148124694824	-1	0.0	0.0
11	9.977186	5.0	1.0	0.6041058897972107	18	9.2283535	0.0	1.0	1.0	34	9.2283535	0.0	1.0	1.0	73.0	aachen_000088_000019	leftImg8bit	train	aachen	000088	000019	0.22229315	0	training	0	0.07151465117931366	0.07151465117931366	0.9281532764434814	0.6187041997909546	0.8837222456932068	0.0	0.0	0.15570755302906036	0.0	0.07660117000341415	0.5996400117874146	0.03915375843644142	0.17067550122737885	0.01471097394824028	0.0	0.5172078013420105	0.0	0.0	0.0	0.018754489719867706	0.2314661294221878	0.6392537951469421	-1	0.0	0.0
15	7.8433347	4.0	1.0	0.5727593898773193	32	8.08387	0.0	1.0	0.9800606369972229	61	8.316783	2.0	1.0	1.0	84.0	aachen_000157_000019	leftImg8bit	train	aachen	000157	000019	0.26633283	0	training	0	0.03273036703467369	0.03273036703467369	0.9604775309562683	0.648386538028717	0.62347412109375	0.03165964037179947	0.014285450801253319	0.06743443757295609	0.0	0.140140563249588	0.8591340184211731	0.43133091926574707	0.6960164308547974	0.0	0.0	0.6466801166534424	0.0	0.0	0.0	0.0	0.0	0.6797772645950317	-1	0.0	0.0
13	10.707881	4.0	1.0	1.0	5	6.6552	0.0	1.0	1.0	11	6.6552	0.0	1.0	1.0	371.0	strasbourg_000001_010755	leftImg8bit	train	strasbourg	000001	010755	0.34191367	0	training	0	0.2521817982196808	0.2521817982196808	0.9924045205116272	0.0408460907638073	0.29689252376556396	0.05810769274830818	0.22973091900348663	0.07710893452167511	0.01932479627430439	0.12992224097251892	0.903329610824585	0.07495591044425964	0.6276654601097107	0.00276901014149189	0.3458137512207031	0.3145068287849426	0.0	0.0	0.0	0.0	0.14708875119686127	0.6671974062919617	-1	0.0	0.0
17	9.4303875	2.0	1.0	0.7027291059494019	27	8.5838175	0.0	1.0	0.8289617300033569	52	6.412475	0.0	0.0	0.7886044979095459	388.0	strasbourg_000001_036697	leftImg8bit	train	strasbourg	000001	036697	0.33687305	0	training	0	0.142494797706604	0.142494797706604	0.8609447479248047	0.5129003524780273	0.8880930542945862	0.0	0.0	0.03328615799546242	0.0	0.04722655937075615	0.44508349895477295	0.08735322207212448	0.6341550350189209	0.04009668529033661	0.0	0.42867738008499146	0.0	0.0	0.0	0.0	0.0021700102370232344	0.5922957062721252	-1	0.0	0.0
12	12.168215	2.0	1.0	0.5835919380187988	21	11.994296	1.0	1.0	0.45937004685401917	39	5.31901	0.0	1.0	1.0	495.0	strasbourg_000001_031427	leftImg8bit	train	strasbourg	000001	031427	0.3458515	0	training	0	0.31126001477241516	0.31126001477241516	0.9882391095161438	0.2773997485637665	0.8191369771957397	0.0	0.3089795708656311	0.082955002784729	0.0341070219874382	0.03225719556212425	0.49151670932769775	0.0	0.5213562250137329	0.007260170299559832	0.14259205758571625	0.00230767740868032	0.0	0.0	0.8058053851127625	0.0	0.08626305311918259	0.6265211701393127	-1	0.0	0.0
15	9.113551	1.0	1.0	1.0	28	8.382703	2.0	1.0	0.9826269745826721	55	7.835031	1.0	1.0	1.0	30.0	aachen_000140_000019	leftImg8bit	train	aachen	000140	000019	0.22827767	0	training	0	0.0639054924249649	0.0639054924249649	0.9447191953659058	0.5218281149864197	0.7726032137870789	0.0	0.0	0.145308256149292	0.021725567057728767	0.10876751691102982	0.6768687963485718	0.07183714210987091	0.8558081388473511	0.25573381781578064	0.03258267045021057	0.5685997009277344	0.0	0.0	0.0	0.0	0.0007868562825024128	0.664034903049469	-1	0.0	0.0
13	10.102736	2.0	1.0	0.7131099700927734	6	7.956077	3.0	1.0	1.0	13	8.094931	2.0	1.0	0.9960278868675232	408.0	strasbourg_000001_051574	leftImg8bit	train	strasbourg	000001	051574	0.3267762	0	training	0	0.2737751007080078	0.2737751007080078	0.8895218372344971	0.7494861483573914	0.852965235710144	0.0	0.0	0.13644404709339142	0.0	0.22867967188358307	0.5118265151977539	0.05631548911333084	0.44421789050102234	0.3144621253013611	0.2965361475944519	0.29016444087028503	0.0	0.0	0.0	0.0	0.1342189460992813	0.6091188788414001	-1	0.0	0.0
14	8.368308	0.0	0.0	0.09341980516910553	3	7.4405074	4.0	1.0	0.5278486013412476	6	6.970182	2.0	1.0	1.0	316.0	strasbourg_000001_018155	leftImg8bit	train	strasbourg	000001	018155	0.36017454	0	training	0	0.1681213080883026	0.1681213080883026	0.9604244232177734	0.5120113492012024	0.7851979732513428	0.0	0.18602833151817322	0.029549555853009224	0.0	0.1524052768945694	0.6689364314079285	0.26485583186149597	0.5939369201660156	0.6372057199478149	0.0	0.4053554832935333	0.0	0.0	0.0	0.0	0.0	0.6339865326881409	-1	0.0	0.0
7	6.510998	1.0	0.0	0.22099608182907104	4	10.8931875	0.0	1.0	0.9558919668197632	10	7.315078	0.0	1.0	1.0	490.0	strasbourg_000001_047755	leftImg8bit	train	strasbourg	000001	047755	0.32844505	0	training	0	0.2389262467622757	0.2389262467622757	0.9486721158027649	0.8106122612953186	0.805595338344574	0.0	0.0	0.046113479882478714	0.0	0.19027577340602875	0.6417006254196167	0.16132916510105133	0.41953563690185547	0.5425209403038025	0.32845041155815125	0.20945608615875244	0.0	0.0	0.0	0.0	0.1454792022705078	0.6259080171585083	-1	0.0	0.0
1	8.442934	3.0	1.0	0.2045634686946869	3	6.302246	0.0	1.0	0.30290135741233826	6	6.5879054	1.0	1.0	1.0	491.0	strasbourg_000001_054639	leftImg8bit	train	strasbourg	000001	054639	0.3402904	0	training	0	0.11918120086193085	0.11918120086193085	0.9080193638801575	0.4979163706302643	0.9077603816986084	0.3950064778327942	0.23711009323596954	0.133022740483284	0.014115339145064354	0.042116377502679825	0.605182945728302	0.0	0.33500802516937256	0.17324870824813843	0.26951271295547485	0.10763120651245117	0.0	0.0	0.0	0.5835122466087341	0.004040072206407785	0.6408918499946594	-1	0.0	0.0
3	8.791644	5.0	1.0	0.5264359712600708	30	8.225868	0.0	1.0	1.0	57	8.225868	0.0	1.0	1.0	280.0	zurich_000031_000019	leftImg8bit	train	zurich	000031	000019	0.2660292	0	training	0	0.11998424679040909	0.11998424679040909	0.968561589717865	0.5847706198692322	0.5518164038658142	0.43315428495407104	0.04594610258936882	0.3203701972961426	0.20616291463375092	0.0781758576631546	0.9323855638504028	0.0	0.10421410948038101	0.0	0.14658856391906738	0.7320783138275146	0.0	0.0	0.0	0.31367817521095276	0.0	0.6610240340232849	-1	0.0	0.0
16	6.7458158	4.0	1.0	0.319327712059021	19	7.989649	0.0	1.0	1.0	36	8.186796	0.0	1.0	1.0	76.0	aachen_000036_000019	leftImg8bit	train	aachen	000036	000019	0.2478493	0	training	0	0.08373260498046875	0.08373260498046875	0.9758338332176208	0.5550326108932495	0.9544195532798767	0.0	0.0	0.1067843809723854	0.2296680212020874	0.02703765407204628	0.4660283625125885	0.0	0.49968045949935913	0.04281654581427574	0.15239259600639343	0.6155779361724854	0.0	0.0	0.0	0.0	0.05260240286588669	0.6837372183799744	-1	0.0	0.0
15	8.39721	5.0	1.0	0.4210728704929352	32	7.8562617	1.0	1.0	1.0	61	6.9076214	1.0	1.0	0.9828451871871948	497.0	strasbourg_000001_045135	leftImg8bit	train	strasbourg	000001	045135	0.31484115	0	training	0	0.0643807202577591	0.0643807202577591	0.9666250944137573	0.640745222568512	0.28400689363479614	0.5281818509101868	0.0	0.16428428888320923	0.0025792825035750866	0.0	0.8116052150726318	0.21919353306293488	0.6152049899101257	0.07888077199459076	0.0	0.42417973279953003	0.0	0.0	0.0	0.0	0.0	0.6445831656455994	-1	0.0	0.0
14	10.087597	6.0	1.0	1.0	3	8.01778	5.0	0.0	0.3655725121498108	6	6.0748687	0.0	1.0	0.4505288004875183	356.0	strasbourg_000001_005666	leftImg8bit	train	strasbourg	000001	005666	0.32397455	0	training	0	0.09902045875787735	0.09902045875787735	0.9547135233879089	0.6449835896492004	0.8499449491500854	0.0	0.09468534588813782	0.14117953181266785	0.0	0.20371955633163452	0.8265166878700256	0.0	0.0	0.2451191246509552	0.0	0.6491126418113708	0.0	0.0	0.0	0.0	0.0	0.6981775164604187	-1	0.0	0.0
4	6.7887645	4.0	1.0	0.5791841745376587	6	8.392227	1.0	1.0	0.7384557723999023	12	6.814973	0.0	1.0	1.0	461.0	strasbourg_000001_022836	leftImg8bit	train	strasbourg	000001	022836	0.32115287	0	training	0	0.054943498224020004	0.054943498224020004	0.9643729329109192	0.037998806685209274	0.9184631109237671	0.0	0.48319998383522034	0.03357933461666107	0.0	0.027027055621147156	0.3806754946708679	0.0	0.0	0.0	0.0	0.7797765135765076	0.0	0.0	0.0	0.0	0.0	0.6806427240371704	-1	0.0	0.0
15	11.091246	3.0	1.0	1.0	32	10.304087	3.0	1.0	1.0	62	9.065802	0.0	1.0	1.0	211.0	zurich_000112_000019	leftImg8bit	train	zurich	000112	000019	0.29442966	0	training	0	0.1040738970041275	0.1040738970041275	0.9723439812660217	0.6534241437911987	0.7787845730781555	0.0	0.2925589978694916	0.14888542890548706	0.0	0.12107693403959274	0.8033942580223083	0.32287728786468506	0.5402502417564392	0.0	0.0	0.04319510608911514	0.0	0.0	0.0	0.0	0.0	0.6818152070045471	-1	0.0	0.0
11	9.657875	3.0	1.0	1.0	18	5.779993	0.0	1.0	1.0	34	5.779993	0.0	1.0	1.0	101.0	aachen_000018_000019	leftImg8bit	train	aachen	000018	000019	0.23940758	0	training	0	0.06497453153133392	0.06497453153133392	0.9432570338249207	0.7605805993080139	0.8996112942695618	0.0	0.0	0.11621230840682983	0.0	0.051304589956998825	0.08491995930671692	0.0	0.7483020424842834	0.4664590358734131	0.2999446392059326	0.10483191162347794	0.0	0.0	0.0	0.0	0.11971012502908707	0.6416196823120117	-1	0.0	0.0
7	7.7761054	0.0	1.0	0.34743160009384155	4	8.4777155	0.0	1.0	0.3299519419670105	10	6.266317	1.0	1.0	1.0	475.0	strasbourg_000001_034494	leftImg8bit	train	strasbourg	000001	034494	0.3272865	0	training	0	0.10545328259468079	0.10545328259468079	0.9655810594558716	0.6710183024406433	0.929250180721283	0.1292555034160614	0.09943309426307678	0.10607974231243134	0.0	0.24874363839626312	0.4463065564632416	0.0	0.4474372863769531	0.21689409017562866	0.3036816120147705	0.36214837431907654	0.0	0.0	0.0	0.17116686701774597	0.0704086571931839	0.681830883026123	-1	0.0	0.0
14	6.9024825	0.0	1.0	0.21643002331256866	13	5.055993	2.0	1.0	0.3832491338253021	26	5.400599	0.0	1.0	0.482501357793808	440.0	strasbourg_000001_006153	leftImg8bit	train	strasbourg	000001	006153	0.3141556	0	training	0	0.06488646566867828	0.06488646566867828	0.9752905368804932	0.14034825563430786	0.8751872777938843	0.0	0.016233302652835846	0.025680815801024437	0.0	0.05329053848981857	0.4761669337749481	0.0	0.2949306070804596	0.07598971575498581	0.0	0.7816077470779419	0.0	0.0	0.0	0.0	0.04358051344752312	0.6757906079292297	-1	0.0	0.0
9	10.619074	4.0	1.0	0.9103872776031494	14	9.103327	0.0	1.0	1.0	28	7.405513	0.0	1.0	1.0	334.0	strasbourg_000000_017159	leftImg8bit	train	strasbourg	000000	017159	0.36108226	0	training	0	0.10397841036319733	0.10397841036319733	0.9847536087036133	0.6097334623336792	0.5248073935508728	0.02341572381556034	0.36876416206359863	0.08025762438774109	0.045000169426202774	0.016143811866641045	0.404587984085083	0.0	0.7715348601341248	0.049568384885787964	0.0	0.19970844686031342	0.0	0.0	0.0	0.0	0.0	0.5815174579620361	-1	0.0	0.0
15	9.158354	3.0	1.0	0.4878617227077484	32	7.5182767	1.0	1.0	1.0	61	7.4347496	1.0	1.0	1.0	336.0	strasbourg_000001_045481	leftImg8bit	train	strasbourg	000001	045481	0.3161702	0	training	0	0.5699424743652344	0.5699424743652344	0.9694191217422485	0.11245928704738617	0.0679536908864975	0.6785115003585815	0.0	0.060636114329099655	0.0010707748588174582	0.0	0.7978432178497314	0.06084398180246353	0.5238409638404846	0.0	0.0	0.7929614782333374	0.0	0.5025600790977478	0.0	0.0	0.0	0.6132672429084778	-1	0.0	0.0
16	7.0332813	3.0	1.0	0.43656253814697266	19	6.2393093	0.0	1.0	1.0	36	5.3437066	0.0	1.0	1.0	173.0	aachen_000123_000019	leftImg8bit	train	aachen	000123	000019	0.2262471	0	training	0	0.018900875002145767	0.018900875002145767	0.9647992849349976	0.26837480068206787	0.9581119418144226	0.0	0.0	0.027190860360860825	0.0	0.014379899948835373	0.19457285106182098	0.0	0.5683329701423645	0.0025797446724027395	0.0	0.7843363881111145	0.0	0.0	0.0	0.0	0.0	0.6785115003585815	-1	0.0	0.0
16	12.743629	5.0	1.0	1.0	20	7.9770403	1.0	1.0	0.705726683139801	37	7.9770403	1.0	1.0	0.705726683139801	2.0	aachen_000100_000019	leftImg8bit	train	aachen	000100	000019	0.22746797	0	training	0	0.04267963021993637	0.04267963021993637	0.9691535830497742	0.4220065474510193	0.9839183688163757	0.0	0.0	0.06450899690389633	0.0	0.06482953578233719	0.3351858854293823	0.0	0.0	0.15685057640075684	0.0	0.6390818953514099	0.0	0.0	0.0	0.0	0.0	0.6739204525947571	-1	0.0	0.0
9	10.738329	3.0	1.0	1.0	13	11.758824	1.0	1.0	1.0	25	9.27137	2.0	1.0	1.0	409.0	strasbourg_000000_019050	leftImg8bit	train	strasbourg	000000	019050	0.32573146	0	training	0	0.03391322121024132	0.03391322121024132	0.9242727756500244	0.30274274945259094	0.9300804138183594	0.0	0.0	0.014405596069991589	0.0	0.11307068914175034	0.0	0.0	0.0	0.0	0.0	0.7914931178092957	0.0	0.0	0.0	0.0	0.0	0.6581344604492188	-1	0.0	0.0
0	8.582798	3.0	1.0	0.576948344707489	12	4.80432	1.0	1.0	0.6955819129943848	24	4.80432	1.0	1.0	0.6955819129943848	209.0	zurich_000014_000019	leftImg8bit	train	zurich	000014	000019	0.3187941	0	training	0	0.05548448860645294	0.05548448860645294	0.9796416163444519	0.47715187072753906	0.9178602695465088	0.0	0.0	0.0409359447658062	0.0711892619729042	0.0841723158955574	0.20369067788124084	0.0	0.7421254515647888	0.14752085506916046	0.42520594596862793	0.7067305445671082	0.0	0.0	0.0	0.28725919127464294	0.1612204909324646	0.677807629108429	-1	0.0	0.0
4	9.908468	2.0	1.0	0.3226448595523834	8	10.177805	0.0	1.0	1.0	16	10.177805	0.0	1.0	1.0	333.0	strasbourg_000000_029400	leftImg8bit	train	strasbourg	000000	029400	0.35897502	0	training	0	0.26151230931282043	0.26151230931282043	0.9220468401908875	0.5102222561836243	0.8683780431747437	-0.0009419922716915607	0.0	0.021195026114583015	0.0	0.26193660497665405	0.18160755932331085	0.0	0.6879426836967468	0.5644723176956177	0.0	0.32869112491607666	0.0	0.0	0.0	0.0	0.2658831775188446	0.5755794048309326	-1	0.0	0.0
16	7.96552	4.0	0.0	0.2246282547712326	28	8.751782	0.0	1.0	0.37932831048965454	55	7.2384963	2.0	1.0	0.44013679027557373	70.0	aachen_000075_000019	leftImg8bit	train	aachen	000075	000019	0.29804572	0	training	0	0.33296695351600647	0.33296695351600647	0.9662574529647827	0.4746289849281311	0.6969173550605774	0.46519044041633606	0.2919442355632782	0.05216281861066818	0.0	0.18294064700603485	0.262259840965271	0.0	0.6711130738258362	0.028939807787537575	0.0	0.6224858164787292	0.0	0.0	0.0	0.12853498756885529	0.12118905037641525	0.5887605547904968	-1	0.0	0.0
2	13.634161	11.0	1.0	0.07898465543985367	35	12.03207	2.0	1.0	0.6990994811058044	69	9.513076	1.0	1.0	0.9541305899620056	63.0	aachen_000148_000019	leftImg8bit	train	aachen	000148	000019	0.25072303	0	training	0	0.04660230502486229	0.04660230502486229	0.9393593072891235	0.5464760661125183	0.562739372253418	0.732100248336792	0.08634337782859802	0.06591055542230606	0.0	0.0	0.6501970291137695	0.0017696054419502616	0.7291123867034912	0.0003991569683421403	0.4110327363014221	0.4830356240272522	0.0	0.0	0.0	0.0	0.2547472417354584	0.6591362357139587	-1	0.0	0.0
13	8.004659	2.0	1.0	0.36636561155319214	6	6.1807594	3.0	1.0	0.3934467136859894	13	5.883422	2.0	1.0	0.38002005219459534	384.0	strasbourg_000000_007813	leftImg8bit	train	strasbourg	000000	007813	0.33101773	0	training	0	0.15350228548049927	0.15350228548049927	0.913504958152771	0.8357730507850647	0.8228285908699036	0.0	0.49980854988098145	0.09045258909463882	0.01662587746977806	0.03488338738679886	0.74094158411026	0.0	0.4403529763221741	0.2865331768989563	0.0	0.04826401546597481	0.0	0.0	0.0	0.0	0.0	0.6250230073928833	-1	0.0	0.0
12	9.963456	2.0	1.0	1.0	21	9.680268	1.0	1.0	1.0	39	7.819535	0.0	1.0	1.0	485.0	strasbourg_000000_026316	leftImg8bit	train	strasbourg	000000	026316	0.3608913	0	training	0	0.1768724024295807	0.1768724024295807	0.9811189770698547	0.25029680132865906	0.8039953112602234	0.17980839312076569	0.4513978958129883	0.10705004632472992	0.16800764203071594	0.04431343823671341	0.5919772982597351	0.0	0.7764719128608704	0.03809884563088417	0.0	0.6661088466644287	0.0	0.0	0.0	0.0	0.0	0.644271969795227	-1	0.0	0.0
16	10.676237	3.0	1.0	1.0	24	10.289824	1.0	1.0	1.0	47	9.627713	1.0	1.0	1.0	33.0	aachen_000103_000019	leftImg8bit	train	aachen	000103	000019	0.2372128	0	training	0	0.05222642421722412	0.05222642421722412	0.990848183631897	0.0920405313372612	0.9630299210548401	0.0	0.0	0.04767796769738197	0.004430296830832958	0.12262188643217087	0.07615670561790466	0.0	0.38445812463760376	0.06259089708328247	0.0	0.696560263633728	0.0	0.2640341818332672	0.0	0.0	0.06690892577171326	0.6441411375999451	-1	0.0	0.0
11	13.38862	5.0	1.0	1.0	2	10.256224	0.0	1.0	1.0	4	9.748412	0.0	1.0	1.0	93.0	aachen_000166_000019	leftImg8bit	train	aachen	000166	000019	0.22932138	0	training	0	0.13198316097259521	0.13198316097259521	0.9244836568832397	0.5122132897377014	0.9079932570457458	0.0	0.2935519814491272	0.04527801647782326	0.0	0.009445044212043285	0.5746170282363892	0.17659880220890045	0.4594639837741852	0.0015448437770828605	0.0	0.5637394189834595	0.0	0.0	0.0	0.0	0.3988528549671173	0.6085569858551025	-1	0.0	0.0
10	8.323889	1.0	0.0	0.32400748133659363	30	6.982863	0.0	1.0	1.0	57	6.982863	0.0	1.0	1.0	185.0	zurich_000117_000019	leftImg8bit	train	zurich	000117	000019	0.3017293	0	training	0	0.06368638575077057	0.06368638575077057	0.9742182493209839	0.791566789150238	0.45442092418670654	0.5152320265769958	0.0	0.029607918113470078	0.01073426939547062	0.12381547689437866	0.8264577984809875	0.009877846576273441	0.6520222425460815	0.0	0.021963683888316154	0.5813355445861816	0.0	0.8055744171142578	0.0	0.00967865064740181	0.03010306879878044	0.6807282567024231	-1	0.0	0.0
